message,purpose
Is ClassesThatShouldNotBeLoaded normalized so there is only one entry per class? If it is then this is fine. If there are duplicates we may need to cache the lookup result since the name lookup can be expensive.,discussion_participation
I don't follow the idiv here... could you explain a bit more?,discussion_participation
Ok then this looks ok,acknowledgement
should this be a right shift or something if we are trying to get rid of trailing zeros or something then? idiv is an expensive thing that the optimizer needs to see through so we should avoid generating it,discussion_participation
Since this function is called from two analyses would it be better somewhere in the OSR infrastructure?,discussion_participation
We should be careful adding instance fields to string due to the footprint increase they cause,discussion_participation
"The coder field does not serve the same purpose as count. There is an important difference in the String implementation behavior here for OpenJ9. In OpenJ9 the backing array of a string can be longer than the string length. This is a very useful optimization for a number of cases including when a StringBuilder/StringBuffer has append called after a toString; a substring is used to generate prefix strings; and to prevent having to truncate the backing array of a StringBuilder/StringBuffer when toString is called if the builder's of buffer's backing array is over allocated. Without the count field these optimizations cannot be done. Removing or repurposing the count field does have a major performance implication as a result.

Adding a new field does need a good justification given the huge object size increases that can be seen (per the discussion above). I agree there is a case for minimizing patches, but given how performance sensitive String is a little bit more study might be justified before adopting the field.",discussion_participation
"The only problem with renaming the field from count to coder is that count is an int and coder field is a byte. The byte may only hold 0 or 1 or something like that, but for count the MSB is the bit so I don't know that we can make the reflective access equivalent...",discussion_participation
Note that the coder field will likely not have the correct value once OpenJ9 enables string compression by default leading the presence of this field to cause incorrect behavior.,discussion_participation
coder() does so the initialization was right - I take back my comment it should be correct.,discussion_participation
Should this assert?,discussion_trigger
should this assert?,discussion_trigger
could you put a comment on what is happening here?,discussion_trigger
can you write this as ~1 rather than -2 so that it is a bit more clear.,discussion_participation
"hmm, the bigEndian case needs more thought - wasn't was wrong the big endian case?",discussion_participation
The Java 9 libraries were tripping debug builds because of operator new and delete in non JIT libraries from the JCL - removed from the commits.,discussion_participation
The class is not static as a means of reducing the ability to access it - for the same reasons Unsafe is not static - the singleton accessor has a security check.,discussion_participation
yes - getChar will be turned directly into a read - no bounds checking at all.,discussion_trigger
"Opened #374 to track this one - not sure of the 'correct' fix, but put some ideas in the issue.",acknowledgement
Most of the string implementation is using the << operator and it is prevalent in the StringCoding bytecode so I was sticking with that convention. You are right that the JIT would pick which ever is better for the platform in most cases.,discussion_participation
"That is an interesting idea - it would save the extra allocates in subsequent getBytes() calls, but when you have shared strings ie multiple strings with the same backing array and different lengths, doing so could increase memory usage. I guess since we are having to allocate anyway one could argue the memory has already increased, the difference would be the increase would be permanent as opposed to transient. I'm not sure on the performance implications one way or the other. @DanHeidinga do you have any thoughts? Regardless this is an improvement since we will no longer copy on every call. Perhaps we can put this in and then try to figure out a study to see if there is benefit from storing it back by surveying some benchmarks or something?",discussion_participation
"I created a separate switch because there may well be other cases where we want to change the offsets that are not related to arrayness. The basic pattern here is we have a switch to set a particular flag or set of values and I think I prefer the idea of doing the object and offset in their own so it is clear how things map. It may make an extra lookup table, but the cost should be low in terms of compile time and it makes the logic more clear in my opinion.",discussion_participation
I have opened #375 to track this work.,acknowledgement
the -1 will only happen when subsituteLength == 0 and so 4295 will never see the value. -1 is just a dummy value that is more obviously bad than 0 should the logic ever break,discussion_participation
same reasoning as above to say the -1 is never used/seen,discussion_participation
added,discussion_participation
I think a comment near hear about the flags and what they change is warranted for reference purposes.,discussion_participation
dates need fixing,discussion_trigger
Please include that this is the case in Java 9 up - 8 and earlier will have the sun.misc.Unsafe as the native.,discussion_participation
Please format this for doxygen,change_request
This is obvious from the code.,discussion_participation
formatting,discussion_participation
redundant - the comment belongs with the specific list of enum entries that have the special handling. so please move this down there / incorporate into the other ocmments you added there,change_request
This should either be properly doxygen'd or the comment moved into the method body and not put in the place where doxygen would go.,change_request
I don't think these locals are necessary node->getSymbolReference()->getSymbol()->castToMethodSymbol() should be a fine chain if you need to test native-ness. Do we need to worry about a NULL return from castToMethodSymbol()? Move any locals necessary for null checking down near the use rather than declaring them up here.,discussion_trigger
"True for C, but not so for the version of C++ used in the compiler. You could create a block with {}s to limit the scope if you wanted to.",discussion_participation
This shouldn't be duplicated it should be pulled out of the ifdef,discussion_participation
I don't believe signatures from the VM are guaranteed to have a '\0' so does this actually work in practice? I think it may read one character too many...,discussion_participation
This should use return NULL rather than return 0 for future compatibility.,discussion_trigger
As a new API this should have doxygen,discussion_participation
doxygen for this as well,discussion_participation
code style - prefer spaces around { }s,discussion_participation
what other block frequency profiler? this seems a bit cryptic,discussion_participation
"Special hardcoded fields/methods could be added to cold block marking, but this isn't done at present. Simply forcing the field to resolve in the constant pool is all that is needed. The dead local should be cleaned up by JIT compilation and so the load should cease to happen at that point. Having the field resolve rather than adding a special case to the JIT seems nicer to me, but happy to hear alternative arguments.",discussion_participation
I believe the proper fix in this case is to abort the compilation and restart as a profiling compilation. The mid-compilation switch was always non-ideal and JProfiling just highlights why this is the case. I don't view this as a blocker. I believe @ncough had some conversations with @mpirvu to the effect that we all agree an abort and restart is warranted and that will avoid the whole mess. The comment can go once that is implemented.,discussion_participation
That frequency should already be defined else where as a macro so we should use that global definition rather than duplicating the value of 6 either as a static const or a macro.,discussion_participation
"The key here is the note about the round up - in Java sub-int sized values will be widened to int - this needs the specific width. This could potentially go somewhere else, but I am fine with it being here since it is an anomaly. I don't think we should be reaching up to OMR directly rather than going via the TR mapping - it is a dangerous precedent and leaves this code open to being broken by changes in OMR that could be completely unreleated. Java chose to replace the OMR definitions so this code needs to handle things its own way IMO. When we go to contribute this up to OMR then we can revisit the design.",discussion_participation
"I will let @ncough comment, but I don't think this style is a problem on other platforms - it exposes maximum richness and the optimizer will have an opportunity to rearrange if necessary as will the code generators.",discussion_participation
"Ideally, we would be able to put the profiling code into AOT code and relocate the counters so we don't even need that, but I agree one step at a time. Excessive aborts would be problematic, but given the low use of profiling compilations atm we should be fine. We should make sure that the vlog calls out such aborts very clearly so these events are easy to track and diagnose if a problem does occur.",discussion_participation
One additional thought - should we construct an instance of this handle in the static init for the class? we could touch the field there then if we didn't want it in the constructor. Thoughts @DanHeidinga ?,discussion_participation
"I'm not an expert on this, but the feature would seem to run functionally correctly with software checks, it is just the performance overhead that would prevent us from using it in the 'real-world'. If the checks could be made cheaper then the software version could work. Perhaps rather than calling the option emulateGuardedStorage something like softGuardedStorage or something like that since it is doing guarded storage from what I understand, just not with the hardware instruction and trap that makes it performant?",discussion_participation
A static cast would be better here no?,discussion_participation
A discussion comment in reply to this comment on why HWVPInfos can go - I assume it came from hardware profiling work and I'd just like to understand how we can clean this up without breaking anything.,discussion_participation
no space before NULL,discussion_trigger
no space before NULL,discussion_trigger
in general it would be more neat to do internal && (....). That would have the benefit of testing the already computed bool first before potentially doing a deref which could be a savings if this runs a lot.,discussion_participation
"If these are not being used as individual bits why do we need to assign numbers in a flags style? Can't we use the default numbering or standard decimal numbering so we don't think a bit or will do something useful which is the usual intent between a hex value assignment eg 0x1, 0x2, 0x4, 0x8 etc.",discussion_participation
Same as last enum,same_as
Doxygen on these methods and the reason for their split from OMR is necessary.,discussion_participation
this seems ugly can we avoid the nested case here and make this a more clean if elif else?,discussion_participation
There isn't an OMR helper for this that could be used?,discussion_participation
might this look and read better as a setup of the whole thing for say Int64 and then a if Int32 overwrite them all and if something else assert? The repeated testing is a bit ugly and will be slower than necessary.,discussion_participation
Can we have a comment on what this means here please?,change_request
comments on these are warranted,change_request
should we call this jProfileIntValue? That way if we contribute it up to OMR where profiling of sub int values may be warranted the additions don't require refactoring?,discussion_participation
@dsouzai you might be interested in this part of the change - any comments?,discussion_participation
perhaps replace from overhead to the end of the sentence with 'overhead caused by synchronization'?,discussion_participation
perhaps name the query which must return true from the cg for the bitpermute to be used?,discussion_trigger
strategy and will lower,discussion_participation
a compilation abort and restart.,discussion_participation
Why introduce `EsVersionString` here when the `2.9` are hard coded everywhere else in this file?,discussion_participation
"I considered replacing this file with j9jit.rc.ftl to gain direct access to all UMA properties, but decided against that because we're trying to stop using UMA.

I used a macro where I could find an existing definition. The expansion of `EsVersionString` is `""2.9""`; I couldn't find one that expanded to `""29""`. Would you prefer I leave those things hard-coded? (I don't have a strong preference either way.)",discussion_participation
I would leave it hard coded so the values will be consistent within the file.  ,discussion_participation
Use of `EsVersionString` removed.,discussion_participation
This flag should be either an `uma_` or `build_` flag.,discussion_participation
The format in the file is `prefix_camelCaseFlag`.  Can you call this `uma_windowsRebase` to match the existing convention?,discussion_trigger
"Should there be a `@SuppressWarnings(""unused"")  /* Used by builder */` annotation on this method?",discussion_participation
"This will generate two MTs for every call.  Have you considered using `parseIntoClasses(methodDescriptor, classLoader);` from the implementation of `fromMethodDescriptorString` to avoid creating a second MT by accessing the parsed classes list?",discussion_participation
This creates an MT on every call.  Do you have experience with how this API will be used?  It just went from a fast array access to an expensive MT creation...,discussion_participation
"It was used once in our VarHandle code, but it was unnecessary, so I will remove it. A `grep` shows that it's used a fair bit by the OpenJDK VarHandle implementation, which doesn't affect ours. The search didn't show any other uses in the JDK.",discussion_participation
"No, I didn't consider it. I'll see if I can make that work.",discussion_participation
"I'll add it, although I would claim that it's not used by builder.",change_request
Fixed,acknowledgement
Fixed,acknowledgement
"Please create another file and store the removed tests above into it (i.e., excluded_playlist.xml). We are working on generate .so for these tests in OpenJ9. Eventually, these tests will need to re-included and having excluded_playlist.xml is easier for us to re-included these tests back. Thanks.",discussion_participation
Good idea. I've added a test/VM_Test/excluded_playlist.xml file.,discussion_participation
nitpick: initial value?  Can we directly assign the `j9nls_` call to this?,discussion_trigger
Nitpick: Initial value?,discussion_participation
We never write this back to the `vm->vTableScratch`?,discussion_participation
"Yes, this was copied code.",discussion_participation
Agreed - copied code again.,discussion_participation
vTableScratch and vTableScratchSize are write-once on startup.,discussion_trigger
Fixed all similar occurrences.,acknowledgement
Fixed all similar occurrences.,acknowledgement
spelling nit.  `double-wrod`->`double-word`,discussion_participation
"Not sure why this comment is relevant.. As the assert text says, Lockword must be aligned to DW boundaries anyway.",discussion_participation
"Unrelated to this change, but we just need to disable this optimization for reference fields loads when ConcurrentScavenge is enabled.   Other primitive type loads should be okay.",discussion_trigger
"If we are loading an 32-bit int, do we still need to logical extend to zero out the upper 32-bits?",discussion_participation
Fixed in 98f8017,acknowledgement
Might as well fix now. Fixed to allow primitive field loads under concurrent scavenge in 98f8017,discussion_participation
"Yes, because under compressedrefs shift of zero we need to load a full 64-bit uncompressed value. The `LPDG` will do a 32-bit load but we need to sign extend it. We behave similarly to what we would have generated for a normal load, which would have been a `LLGF`. In our case `LPDG` + `LLGFR`.",discussion_participation
"Note we would not generate the `SLLG` below because it is guarded by `loadNode->getFirstChild()->getOpCodeValue() == TR::lshl`. This node does not exist for compressedrefs shift of zero.

Though you may be right in that we are too strict right now. We should be able to avoid the `LLGFR` for non-Address datatypes. Thoughts?",discussion_participation
"Yeah, I was thinking for primitive integer types the LLGFR is unnecessary.  However, I wonder how this interacts with our fancy load evaluator.  In some cases, we do extension as part of the load evaluation.",discussion_participation
"I made the modification in 86c3047 to only generate the extension for address data types. This should address all the review comments. Let me know if there is anything else.

As for the fancy load evaluator the patterns we match here explicitly only permit simple load immediates for primitive types. We do not handle (yet) at least any sign extensions etc. for primitives at least.",discussion_participation
This should be && not ||. I'll have to revert this change.,change_request
"`node` is not a treetop though. Would it be better if the trace message said ""found disallowed opcode %s at node %p""? Or even better print both the treetop and the node?",discussion_participation
"That's a good point, I'll modify the message for clarity",discussion_participation
i assume you'll fold this away in a subsequent commit? :),discussion_participation
"Yes, I'm doing this very conservatively, but I could fix this one up right away because its clearly dead.",acknowledgement
Fixed,acknowledgement
"Arg, yep.",discussion_participation
Fixed.,acknowledgement
"for code clarity, should this `goto fail` rather than `goto done`?  ",discussion_participation
Agreed - fixed.,acknowledgement
Please add a comment that describes the purpose of these fast paths in the code.  The commit comment info is good and should be here in the source as well.,discussion_participation
This variable should move into the scopes where it is used to make it easier to reason about it's life time.,discussion_participation
Why is replacement set to `-1` if `substituteLength ==1`?  Won't that right an incorrect value into the `newChars` on line 4295?,discussion_trigger
Same concern about `-1` here as well.,discussion_participation
the -1 will only happen when subsituteLength == 0 and so 4295 will never see the value. -1 is just a dummy value that is more obviously bad than 0 should the logic ever break,discussion_participation
same reasoning as above to say the -1 is never used/seen,discussion_participation
added,discussion_participation
"Thanks for clarifying.  Can you add a comment to that effect?  Might be clearer if broken up like:
```
byte replacement = -1;  // assign dummy value that will never be used
if (substituteLength == 1) {
   replacement = helpers.getByteFromArrayByIndex(substitute, 0);
}
```",discussion_participation
Is this initial date correct?  The code here dates back to the 2000?,discussion_participation
Are the dates accurate here?,discussion_participation
Is 2000 the correct start date?,discussion_participation
`START X SPECIFIC RULES` is this necessary in a ztpf file?,discussion_participation
Is this section necessary in a ztpf file?,discussion_participation
Same question about this section - can it be removed?,change_request
start date?,discussion_participation
"Thanks, since I've only just created the file, there's no need for two dates in the copyright statement.
",discussion_trigger
There should only be one copyright date.,discussion_participation
There should only be one copyright date.,discussion_participation
There should only be one copyright date.,discussion_participation
Is this a typo? There seems to be an extra `<` in the path. Also why is this include needed exactly? There are no other code modifications that make use of the structures defined in this header.,discussion_participation
Seems I cannot type; yes it is a typo. This include is needed to access a previously added field; copy/paste also is an issue for me.,discussion_participation
"Minor comment nit.  `S390MachineTypes` you described in an static const integer array containing the recognized machine types.   Are you referencing the `TR_S390MachineType` enum instead (https://github.com/eclipse/omr/blob/master/compiler/env/ProcessorInfo.hpp#L28-L61).  Also, not sure about the hex representation part... they are just binary integers. :) ",discussion_participation
"This rational seems backwards to me -- and setting a tune to a level older than arch is odd.  Why would tune invoke arch-optimized glibc functions instead?  Are those compatible to run on z10 (min arch)?   

I would think you are leaving some performance on the table by not tuning to z196 or newer, as that level introduced the out of order pipeline.  However, I guess this gain may be offset by the less efficient memcpy, etc? ",discussion_participation
"The value that z/TPF picks up - the model number - matches TR_S390MachineType but not the binary integer. For example, model 2827 (ec12) was loaded into a register and compared against the value in the memory location for S390MachineTypes which is xB0B.  I can take the comment out but I wanted anyone on the Pok. team to be aware of why the checks are removed from this version of J9CPU.cpp",discussion_participation
"Hmm.. okay.   2827 == 0xB0B.... the representation in registers or memory should be identical in bits.  If you had left the checks in there, did you observe check failures?  ",discussion_participation
"it is the opposite, Joran. The compiler will not create builtin_memcpy because the latest z/Architecture optimizations for memory moves were put into glibc (I think version 2.21) However, we are on a much older version, 2.3. We don't have those optimizations. There is a huge difference without a builtin_memcpy and without memory move optimizations for z/architecture in glibc.
",discussion_participation
OK.  Thanks for the extra insight.,acknowledgement
Is this needed?,discussion_trigger
Are you certain `pid->pi1pids.pi1mslr.pi1mod` will always contain a valid processor ID? What happens if this value is not contained within the list of enumerations in `TR_S390MachineType`? Then the value of `ret_machine` is technically undefined. Will this break things?,discussion_participation
"While we get the data at ipl time from the store cpuid instruction (STIDP)  there is no reason to think that this area in main storage couldn't be corrupted at any time.  I will reset the code to do what z/os essentially does; get the character representation of the model, convert it to integer via atoi and then test the integrity of the result.",discussion_participation
"Or simply iterate through the list of machines we support like the code did previously:

```
-   // Scan list of supported machines.
-   for (int i = 0; i < sizeof(S390MachineTypes) / sizeof(int); ++i)
-      {
-      if (machine == S390MachineTypes[i])
-         {
-         ret_machine = (TR_S390MachineType)machine;
-         }
-      }
```

This ensures `ret_machine` always has a valid enum value.",discussion_participation
Passing in the EMPTY_ANNOTATION_ARRAY may be less efficient than passing in an Annotation[] of the correct size. It means the code needs to call Array.newInstance() to create an array of the correct type and size.,discussion_trigger
"The original code was:
```
h1.invoke(hm, (byte)97, true, 'c', 1, 2, (byte)98, ""d"")
```

Does a minimal change like this pass on an ebcdic system?
```
h1.invoke(hm, (byte)'a', true, 'c', 1, 2, (byte)'b', ""d"")
```

The code here mixes the ascii number for the character and the actual character value.  Always converting the char into a byte in the code should be correct for any charset, I think.",discussion_participation
"the dynamic casting of `char` to `byte` won't work directly since EBCDIC system value for readable letters (A-Z, a-z, 0-9) are in the range of 128 - 255, which is out of range for a `byte` (which is signed) to store and results in a negative value after casting (undefined characters when casted back to `String`).",discussion_participation
"I'm hesitating on this PR as it changes the meaning of the test case.  The point of this test case is to validate the `dropArgumentsToMatch` using `byte`, not `byte[]`.

Can you modify the test case in a way to preserves using a `byte` as the signature types?  Feel free to drop the use of converting this to a String.  

",discussion_participation
"The `byte` testing is preserved through the second part of the `byte[]` (`input[input.length-1]`) passed to the hash method, the goal of this test is to confirm the alignment when relocating different size parameters.

The reason for getting `byte[]` from `String` is to maintain the readability of the test result, as EBCDIC will translate `""ab""` to negative `byte` value while dynamic casting `(byte)'a'` produces the ASCII code of 'a'

the assert can still be done similar to
`hash_byte( (byte)'a', (byte)'b' ) == String(new byte[] { (byte)'a', (byte)'b' })`
which is less readable as the actual string build from the byte array is ""/<?>"" since 0x61 is undefined in EBCDIC",discussion_participation
"There's a lot of complexity in this code.  Is it worthwhile to document why the `referenceCount() == 1` check is required here in a comment?

Also the `n->getFirstChild()->getOpCode().isCall()` check must already be `true` due to the if statement on line 2177 that includes this exact condition.  Can this if condition be simplified?",discussion_participation
"I added a comment to specify we are only interested in the first reference to the call.

I agree, this section of code has grow to be quite complex recently, as it must identify and prepare for all possible OSR points, but the `n->getFirstChild()->getOpCode().isCall()` won't always be `true`. Other types of OpCodes are managed by this section of code.",discussion_participation
You're right.  I misread the code above ,discussion_participation
"So the logic here is that we are generating IL and so when we generate code for the call node tree top, it must have a reference count of 1 ""currently"" even if it's reference count could become more than 1 ""eventually"", correct ?

In which case I'm a bit worried if we are 100% sure that there is not some situation in which a second reference to the call node could have been created before the treetop node for the call node was created; a secondary worry is that in the event of such a reference being innocently created would result in a functional bug in the future (missing pending push stores). 
",discussion_participation
"This is a valid concern. Calls must be placed under their own tree, as they have side-effects, however, there is nothing to guarantee the call's node is processed by `genTreeTop` before being referenced under another node.

I cannot find a point where `genInvoke` or one of its callers are managing several nodes that could potentially reference the call. Moreover, in testing, only `checkcast` has failed this check so far, which is the desired effect.

I can understand if the evidence above is not sufficient, or if this is not a restriction on IlGen we wish to make. Another potential approach might be to use a checklist on the node index or their BCI, but this would incur additional overhead.",discussion_participation
I'm not concerned about the overhead of a checklist solution if it results in a more robust solution. So I would suggest exploring that option at least to see what it looks like rather than commit this change as it is.,discussion_participation
"A stack allocated node checklist has been added. In testing, it behaves the same as the reference count check and should be more robust.",discussion_participation
Thanks this looks good to me now but it's probably good to get @andrewcraik to review again since it's changed since he looked at it last.,discussion_participation
@joransiu I updated the code to do what I should have done from the start... sprintf the data from core as character data and then convert it via atoi(). z/os kinda had to do the same thing although the data is already sprintf()'ed into uname. Then the checks work; otherwise they would fail. ,discussion_participation
Should this not be outside the 64-bit ifdef?,discussion_participation
Good point - updated in new commit,discussion_participation
Use `Paths.get(url.toURI()).toFile()` instead of function.,discussion_trigger
"Likely clearer to name this `HELLO_WORLD_SCRIPT`.  If changing this anyway, then I merge the two lines into a single one.
",discussion_participation
Why the different naming convention for this `static final String`?  All the others are uppercase,discussion_participation
"`posns` please void truncated names like this unless they are commonly used / referenced.  It's better for the reader of the code if this is called `positions` as they don't have to guess at the meaning of the name.

The use of `env` earlier is fine though as its a very common abbreviation.",discussion_participation
Why `Integer` for this argument when `int` is used for all the others?,discussion_participation
"If the exception is thrown, then the test will fail and the stack trace will be available unless we're using a custom test runner of some sort?

This code isn't necessary - let the test throw and the built in mechanisms deal with unexpected exceptions.",discussion_participation
"Using http://download.java.net/java/jdk9/docs/api/java/nio/file/Files.html#copy-java.nio.file.Path-java.nio.file.Path-java.nio.file.CopyOption...- would avoid having to create the FileOutputStream yourself, avoid the delete() call, etc.",discussion_participation
"Is the only difference between the two tests the jar file being validated?  If that's the case, can you create a common helper that does 90% of the work and is passed the path to the Jar file the ProcessBuilder should use?",discussion_trigger
Okay.,acknowledgement
Okay,acknowledgement
Fixed.,acknowledgement
"Missed that and a bunch of others.  Fixing.  Note that some need to be Integers for the benefit of assertEquals(Object, Object);",discussion_participation
It's generally better to group like kinds of variables together.  So the `static final` fields would be grouped together and the mutable ones would be a separate grouping.  It makes it easier to find them when reading the code.,discussion_participation
"Please don't add `@SuppressWarnings(""boxing"")`.  Just fix the warnings =)",change_request
"Please don't add `@SuppressWarnings(""boxing"")`.  Just fix the warnings =)",change_request
"Please don't add `@SuppressWarnings(""boxing"")`.  Just fix the warnings =)",change_request
Just let this throw.  The test framework will automatically fail the test for you.,discussion_participation
Just let this throw.  The test framework will fail the test for you,discussion_participation
nitpick: unnecessary blank lines,discussion_trigger
Just let this throw - the test framework will fail the test for you,discussion_participation
Don't suppress warnings.,change_request
Same as above,same_as
Same as above,same_as
same as above,same_as
same as above,same_as
same as above,same_as
"When breaking a line like this, break it at a logical point:
```
HashMap<String, Integer> posns = checkArguments(actualArguments,
                new String[] {javaToolOptionsArg, ibmJavaOptionsArg, DASH_D_CMDLINE_ARG, fooBar, longProp});
```",discussion_trigger
"Also, please don't use names like `posn`.  Stick with common abbreviations or full words.",discussion_participation
"But I lose the context, i.e. the problematic URL.  That's why I catch and rethrow.",discussion_participation
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
Okay.,acknowledgement
"I was missing the ""final"".",discussion_participation
Please see response below.,change_request
Formatting - tabbed too far,discussion_participation
"Since this function is being changed anyway, can you fix the indenting on this `}`?",discussion_participation
This exception should never occur in practice given that the test runs and passes before it's merged.  This additional try/catch is extra code making the intent of the test less clear.,discussion_participation
"`Integer.valueOf(int)` is usually a better choice as it avoids allocation for ints in the cached range: https://docs.oracle.com/javase/9/docs/api/java/lang/Integer.html#valueOf-int-

This is fine here though.",discussion_participation
Cool.  Thanks.,acknowledgement
"Oops. Indentation fixed.
Catch block removed.",acknowledgement
Done.,discussion_participation
Removed.,discussion_participation
Mark this method as `final` if possible.  It means the JIT won't have to guard the callsites against future class loads,discussion_participation
Is there a test case that shows that the `operationNotSupported()` cases should trigger initialization?  Applies here and throughout the file.,discussion_participation
"A little eager with the ""search-and-replace"". I'll write a test case.",discussion_participation
"I wrote a test case and ran it on HotSpot. It appears that HotSpot initializes the class on lookup, and not on invocation as the API specifies.

I've updated this implementation to not initialize the class if it's not used (i.e. if we throw an exception). This is already the behaviour when we throw `UnsupportedOperationException` for mutating access modes on final fields.",discussion_participation
Fixed,acknowledgement
Please include the behavior when classlib.properties isn't found.,discussion_participation
"You can use B7 for the value, but the #define needs a better name, like J2SE_18_3",discussion_participation
"There appears to be a non-ascii character before ""J2SE_LATEST""",discussion_participation
Please include the behavior when the release file isn't found.,discussion_participation
"This is a better description for @return, but add the behavior when classlib.properties isn't found.",discussion_participation
Please update the @return as per the comments on getVersionFromClasslibPropertiesFile().,change_request
Please update the @return as per the comments on getVersionFromClasslibPropertiesFile(). jvmSEVersion is an internal implementation detail.,change_request
If this change was a separate Pull Request I would have merged it. It doesn't need to be mixed in with the unrelated changes to determine the java version.,discussion_participation
"To fix `Java 18.3` compile/build errors, this `j.l.i.LambdaForm.Kind` enum change need to be applied with other part of this pull request. Agreed, this change can be in a separate PR for quick reviewing/merging. Created https://github.com/eclipse/openj9/pull/377.",discussion_participation
"`J2SE_18_3` was my initial choice, just felt it is easy to confuse with `J2SE_18`.",discussion_participation
"I don't like this statement, its not necessarily obvious what ""jvm SE Version value"" is. I think it would be clearer to say 'J2SE_xx | J2SE_SHAPE_xx' or 0 is returned, where xx is the value found via the configuration file. This feedback also applies to the other functions in this pull request.",discussion_participation
"We can brainstorm to find a better name. 
J2SE_2018_3 ?
",discussion_participation
How about `JAVA_18_3` which differentiate from earlier name conversion `J2SE_xx`?,discussion_participation
"Then its not or less obvious that JAVA_* and J2SE_* are related constants that are used interchangeably. Since 18.3 is short form for March 2018, I figure using 2018 would be clear and could not be confused with 18 meaning Java 8.",discussion_participation
"@We are using this definition to differentiate implementations in the code like ""if (J2SE_VERSION(vm) >= J2SE_19)"". J2SE_B7 would be larger then any of them (the check uses unsigned, does not it?) including 1.9.",discussion_participation
`J2SE_2018_3` works for me.,discussion_participation
"@dmitripivkine right, that's the purpose, `Java 18.3 (0xB700)` should be superset of `Java 9 (0x1900)`.",discussion_participation
What we are going to do with Java 10 (0x1A00 I assume) ?,discussion_participation
"`Java 18.3` is `Java 10` (the next version we thought). 
https://mreinhold.org/blog/forward-faster
https://blogs.oracle.com/java-platform-group/faster-and-easier-use-and-redistribution-of-java-se",discussion_participation
"Changeset has been updated, pls have another look.",change_request
This can be more simply expressed as `VERSION_MAJOR ?= 9`; there's no need for `ifndef`.,discussion_participation
Updated with comments.,acknowledgement
"I don't think `VERSION_MAJOR` will always be defined on the command line (in all recursive calls to make), so the definition needs to use `?=`, not `:=`.",discussion_participation
I have been convinced that `:=` is fine (perhaps even preferred).,discussion_participation
Using `sizeof(JAVA_VERSION_8) - 1` avoids the runtime function call to `strlen`.,discussion_participation
Fixed. Pls have another look.,acknowledgement
"To me, it looks a bit funny if you do it that way, but this could just be the way that my brain likes repetition close together. 
",discussion_participation
Would the code be more clear if we reduce the scope of `constOp` now and push it closer to its use?,discussion_participation
This code probably belongs in the caller.  ,discussion_participation
"Can a more specific error message be added?  Ideally highlighting the class that fails the access check?

And there should be a tracepoint here as well.",discussion_participation
Pls put the rvalue on the left for inequality comparison. ,change_request
"This code block setting exception with `lookupSigString` seems to be used in quite a few other places as well, can it become a helper method?",discussion_participation
"I changed the exception string code, it uses illegalAccessMessage(...) now",discussion_trigger
"fixed
",acknowledgement
Perhaps it should be in `CPPFLAGS` too?,discussion_participation
I should've seen that.  Done.,discussion_participation
Please include that this is the case in Java 9 up - 8 and earlier will have the sun.misc.Unsafe as the native.,discussion_participation
Please format this for doxygen,change_request
This is obvious from the code.,discussion_participation
formatting,discussion_participation
redundant - the comment belongs with the specific list of enum entries that have the special handling. so please move this down there / incorporate into the other ocmments you added there,change_request
This should either be properly doxygen'd or the comment moved into the method body and not put in the place where doxygen would go.,change_request
I don't think these locals are necessary node->getSymbolReference()->getSymbol()->castToMethodSymbol() should be a fine chain if you need to test native-ness. Do we need to worry about a NULL return from castToMethodSymbol()? Move any locals necessary for null checking down near the use rather than declaring them up here.,discussion_trigger
I thought there was a requirement to keep decls at the top of the block in order to keep some older compilers happy?,discussion_participation
"True for C, but not so for the version of C++ used in the compiler. You could create a block with {}s to limit the scope if you wanted to.",discussion_participation
"Lines 89 and 90 say provide graphSpecs (plural), but we only ever want a single spec to be supplied at a time, so less confusing to say ""Please provide graphSpec""",discussion_participation
"This is making an assumption on position and existence of a spec.gmk which I don't think is the case for all uses, for example a compilation where openjdk extensions do not exist.",discussion_participation
Makes the asumptions that javaN is available on all machines that utilize run this code which may or may not be the case.,discussion_participation
"That spec.gmk exists inside the build/linuxetc directory, and that file definitely exists on a Hotspot build I have. It exists in that directory, with the variable in it.

Note that buildj9tools.mk is copied two layers deeper than spec.gmk (build/linuxetc/vm/sourcetools), so the ../../spec.gmk should work, and I'm not aware of a Java where that is not the case.",discussion_participation
"It might be reasonable to make that include conditional:
```
ifdef SPEC
include $(SPEC)
endif
```",discussion_participation
"Sure. We should put in a default for VERSION_SPECIFICATION if we can't include spec.gmk. If you plan to build java 8 with openj9, I recommend setting the default VERSION_SPECIFICATION value to 7.",discussion_participation
Why could we not use the default -source and -target values for either java7 or java8 sdk used to compile?  Do this cause some of of problem?  I don't see why spec level details cannot be removed and use the JAVA_BIN passed from where its called from ( runtime/buildtools.mk ).  ,discussion_participation
"If we're considering changes here, I think it's time to stop assuming users have tools called `java8` (or `java7`) available.
In fact, if `BOOT_JDK` is defined, we should simply use it instead of looking elsewhere.",discussion_participation
"As it is currently written, `VERSION_SPECIFICATION` defaults to 7.
The version requirement is dictated by the source files we need to compile (which was recently downgraded from 8 to 7). I don't see why we can't just always set `-source` and `-target` to 7.",discussion_participation
